start_date,end_date,reported_date,country,indicator,adj_value_unemp,adj_rate,unadj_value,unadj_rate,frequency,currency,author
12/1/1988,12/31/1988,NULL,USA,unemp,6518,5.3,6142,5,monthly,USD,kshah5@scu.edu
1/1/1989,1/31/1989,NULL,USA,unemp,6682,5.4,7309,6,monthly,USD,kshah5@scu.edu
2/1/1989,2/28/1989,NULL,USA,unemp,6359,5.2,6883,5.6,monthly,USD,kshah5@scu.edu
3/1/1989,3/31/1989,NULL,USA,unemp,6205,5,6378,5.2,monthly,USD,kshah5@scu.edu
4/1/1989,4/30/1989,NULL,USA,unemp,6468,5.2,6229,5.1,monthly,USD,kshah5@scu.edu
5/1/1989,5/31/1989,NULL,USA,unemp,6375,5.2,6156,5,monthly,USD,kshah5@scu.edu
6/1/1989,6/30/1989,NULL,USA,unemp,6577,5.3,6850,5.5,monthly,USD,kshah5@scu.edu
7/1/1989,7/31/1989,NULL,USA,unemp,6495,5.2,6736,5.3,monthly,USD,kshah5@scu.edu
8/1/1989,8/31/1989,NULL,USA,unemp,6511,5.2,6352,5.1,monthly,USD,kshah5@scu.edu
9/1/1989,9/30/1989,NULL,USA,unemp,6590,5.3,6330,5.1,monthly,USD,kshah5@scu.edu
10/1/1989,10/31/1989,NULL,USA,unemp,6630,5.3,6222,5,monthly,USD,kshah5@scu.edu
11/1/1989,11/30/1989,NULL,USA,unemp,6725,5.4,6495,5.2,monthly,USD,kshah5@scu.edu
12/1/1989,12/31/1989,NULL,USA,unemp,6667,5.4,6300,5.1,monthly,USD,kshah5@scu.edu
1/1/1990,1/31/1990,NULL,USA,unemp,6752,5.4,7413,6,monthly,USD,kshah5@scu.edu
2/1/1990,2/28/1990,NULL,USA,unemp,6651,5.3,7296,5.9,monthly,USD,kshah5@scu.edu
3/1/1990,3/31/1990,NULL,USA,unemp,6598,5.2,6852,5.5,monthly,USD,kshah5@scu.edu
4/1/1990,4/30/1990,NULL,USA,unemp,6797,5.4,6620,5.3,monthly,USD,kshah5@scu.edu
5/1/1990,5/31/1990,NULL,USA,unemp,6742,5.4,6533,5.2,monthly,USD,kshah5@scu.edu
6/1/1990,6/30/1990,NULL,USA,unemp,6590,5.2,6884,5.4,monthly,USD,kshah5@scu.edu
7/1/1990,7/31/1990,NULL,USA,unemp,6922,5.5,7137,5.6,monthly,USD,kshah5@scu.edu
8/1/1990,8/31/1990,NULL,USA,unemp,7188,5.7,7008,5.5,monthly,USD,kshah5@scu.edu
9/1/1990,9/30/1990,NULL,USA,unemp,7368,5.9,7003,5.6,monthly,USD,kshah5@scu.edu
10/1/1990,10/31/1990,NULL,USA,unemp,7459,5.9,6892,5.5,monthly,USD,kshah5@scu.edu
11/1/1990,11/30/1990,NULL,USA,unemp,7764,6.2,7396,5.9,monthly,USD,kshah5@scu.edu
12/1/1990,12/31/1990,NULL,USA,unemp,7901,6.3,7525,6,monthly,USD,kshah5@scu.edu
1/1/1991,1/31/1991,NULL,USA,unemp,8015,6.4,8787,7.1,monthly,USD,kshah5@scu.edu
2/1/1991,2/28/1991,NULL,USA,unemp,8265,6.6,9121,7.3,monthly,USD,kshah5@scu.edu
3/1/1991,3/31/1991,NULL,USA,unemp,8586,6.8,8995,7.2,monthly,USD,kshah5@scu.edu
4/1/1991,4/30/1991,NULL,USA,unemp,8439,6.7,8226,6.5,monthly,USD,kshah5@scu.edu
5/1/1991,5/31/1991,NULL,USA,unemp,8736,6.9,8435,6.7,monthly,USD,kshah5@scu.edu
6/1/1991,6/30/1991,NULL,USA,unemp,8692,6.9,8992,7,monthly,USD,kshah5@scu.edu
7/1/1991,7/31/1991,NULL,USA,unemp,8586,6.8,8792,6.8,monthly,USD,kshah5@scu.edu
8/1/1991,8/31/1991,NULL,USA,unemp,8666,6.9,8439,6.6,monthly,USD,kshah5@scu.edu
9/1/1991,9/30/1991,NULL,USA,unemp,8722,6.9,8270,6.5,monthly,USD,kshah5@scu.edu
10/1/1991,10/31/1991,NULL,USA,unemp,8842,7,8232,6.5,monthly,USD,kshah5@scu.edu
11/1/1991,11/30/1991,NULL,USA,unemp,8931,7,8494,6.7,monthly,USD,kshah5@scu.edu
12/1/1991,12/31/1991,NULL,USA,unemp,9198,7.3,8755,6.9,monthly,USD,kshah5@scu.edu
1/1/1992,1/31/1992,NULL,USA,unemp,9283,7.3,10186,8.1,monthly,USD,kshah5@scu.edu
2/1/1992,2/28/1992,NULL,USA,unemp,9454,7.4,10401,8.2,monthly,USD,kshah5@scu.edu
3/1/1992,3/31/1992,NULL,USA,unemp,9460,7.4,9913,7.8,monthly,USD,kshah5@scu.edu
4/1/1992,4/30/1992,NULL,USA,unemp,9415,7.4,9135,7.2,monthly,USD,kshah5@scu.edu
5/1/1992,5/31/1992,NULL,USA,unemp,9744,7.6,9389,7.3,monthly,USD,kshah5@scu.edu
6/1/1992,6/30/1992,NULL,USA,unemp,10040,7.8,10366,8,monthly,USD,kshah5@scu.edu
7/1/1992,7/31/1992,NULL,USA,unemp,9850,7.7,10099,7.7,monthly,USD,kshah5@scu.edu
8/1/1992,8/31/1992,NULL,USA,unemp,9787,7.6,9605,7.4,monthly,USD,kshah5@scu.edu
9/1/1992,9/30/1992,NULL,USA,unemp,9781,7.6,9316,7.3,monthly,USD,kshah5@scu.edu
10/1/1992,10/31/1992,NULL,USA,unemp,9398,7.3,8813,6.9,monthly,USD,kshah5@scu.edu
11/1/1992,11/30/1992,NULL,USA,unemp,9565,7.4,9086,7.1,monthly,USD,kshah5@scu.edu
12/1/1992,12/31/1992,NULL,USA,unemp,9557,7.4,9045,7.1,monthly,USD,kshah5@scu.edu
1/1/1993,1/31/1993,NULL,USA,unemp,9325,7.3,10158,8,monthly,USD,kshah5@scu.edu
2/1/1993,2/28/1993,NULL,USA,unemp,9183,7.1,10004,7.8,monthly,USD,kshah5@scu.edu
3/1/1993,3/31/1993,NULL,USA,unemp,9056,7,9478,7.4,monthly,USD,kshah5@scu.edu
4/1/1993,4/30/1993,NULL,USA,unemp,9110,7.1,8835,6.9,monthly,USD,kshah5@scu.edu
5/1/1993,5/31/1993,NULL,USA,unemp,9149,7.1,8807,6.8,monthly,USD,kshah5@scu.edu
6/1/1993,6/30/1993,NULL,USA,unemp,9121,7,9473,7.2,monthly,USD,kshah5@scu.edu
7/1/1993,7/31/1993,NULL,USA,unemp,8930,6.9,9223,7,monthly,USD,kshah5@scu.edu
8/1/1993,8/31/1993,NULL,USA,unemp,8763,6.8,8655,6.6,monthly,USD,kshah5@scu.edu
9/1/1993,9/30/1993,NULL,USA,unemp,8714,6.7,8302,6.4,monthly,USD,kshah5@scu.edu
10/1/1993,10/31/1993,NULL,USA,unemp,8750,6.8,8296,6.4,monthly,USD,kshah5@scu.edu
11/1/1993,11/30/1993,NULL,USA,unemp,8542,6.6,8094,6.2,monthly,USD,kshah5@scu.edu
12/1/1993,12/31/1993,NULL,USA,unemp,8477,6.5,7959,6.1,monthly,USD,kshah5@scu.edu
1/1/1994,1/31/1994,NULL,USA,unemp,8630,6.6,9492,7.3,monthly,USD,kshah5@scu.edu
2/1/1994,2/28/1994,NULL,USA,unemp,8583,6.6,9262,7.1,monthly,USD,kshah5@scu.edu
3/1/1994,3/31/1994,NULL,USA,unemp,8470,6.5,8874,6.8,monthly,USD,kshah5@scu.edu
4/1/1994,4/30/1994,NULL,USA,unemp,8331,6.4,8078,6.2,monthly,USD,kshah5@scu.edu
5/1/1994,5/31/1994,NULL,USA,unemp,7915,6.1,7656,5.9,monthly,USD,kshah5@scu.edu
6/1/1994,6/30/1994,NULL,USA,unemp,7927,6.1,8251,6.2,monthly,USD,kshah5@scu.edu
7/1/1994,7/31/1994,NULL,USA,unemp,7946,6.1,8281,6.2,monthly,USD,kshah5@scu.edu
8/1/1994,8/31/1994,NULL,USA,unemp,7933,6,7868,5.9,monthly,USD,kshah5@scu.edu
9/1/1994,9/30/1994,NULL,USA,unemp,7734,5.9,7379,5.6,monthly,USD,kshah5@scu.edu
10/1/1994,10/31/1994,NULL,USA,unemp,7632,5.8,7155,5.4,monthly,USD,kshah5@scu.edu
11/1/1994,11/30/1994,NULL,USA,unemp,7375,5.6,6973,5.3,monthly,USD,kshah5@scu.edu
12/1/1994,12/31/1994,NULL,USA,unemp,7230,5.5,6690,5.1,monthly,USD,kshah5@scu.edu
1/1/1995,1/31/1995,NULL,USA,unemp,7375,5.6,8101,6.2,monthly,USD,kshah5@scu.edu
2/1/1995,2/28/1995,NULL,USA,unemp,7187,5.4,7685,5.9,monthly,USD,kshah5@scu.edu
3/1/1995,3/31/1995,NULL,USA,unemp,7153,5.4,7480,5.7,monthly,USD,kshah5@scu.edu
4/1/1995,4/30/1995,NULL,USA,unemp,7645,5.8,7378,5.6,monthly,USD,kshah5@scu.edu
5/1/1995,5/31/1995,NULL,USA,unemp,7430,5.6,7185,5.5,monthly,USD,kshah5@scu.edu
6/1/1995,6/30/1995,NULL,USA,unemp,7427,5.6,7727,5.8,monthly,USD,kshah5@scu.edu
7/1/1995,7/31/1995,NULL,USA,unemp,7527,5.7,7892,5.9,monthly,USD,kshah5@scu.edu
8/1/1995,8/31/1995,NULL,USA,unemp,7484,5.7,7457,5.6,monthly,USD,kshah5@scu.edu
9/1/1995,9/30/1995,NULL,USA,unemp,7478,5.6,7167,5.4,monthly,USD,kshah5@scu.edu
10/1/1995,10/31/1995,NULL,USA,unemp,7328,5.5,6884,5.2,monthly,USD,kshah5@scu.edu
11/1/1995,11/30/1995,NULL,USA,unemp,7426,5.6,7024,5.3,monthly,USD,kshah5@scu.edu
12/1/1995,12/31/1995,NULL,USA,unemp,7423,5.6,6872,5.2,monthly,USD,kshah5@scu.edu
1/1/1996,1/31/1996,NULL,USA,unemp,7491,5.6,8270,6.3,monthly,USD,kshah5@scu.edu
2/1/1996,2/28/1996,NULL,USA,unemp,7313,5.5,7858,6,monthly,USD,kshah5@scu.edu
3/1/1996,3/31/1996,NULL,USA,unemp,7318,5.5,7700,5.8,monthly,USD,kshah5@scu.edu
4/1/1996,4/30/1996,NULL,USA,unemp,7415,5.6,7124,5.4,monthly,USD,kshah5@scu.edu
5/1/1996,5/31/1996,NULL,USA,unemp,7423,5.6,7166,5.4,monthly,USD,kshah5@scu.edu
6/1/1996,6/30/1996,NULL,USA,unemp,7095,5.3,7377,5.5,monthly,USD,kshah5@scu.edu
7/1/1996,7/31/1996,NULL,USA,unemp,7337,5.5,7693,5.6,monthly,USD,kshah5@scu.edu
8/1/1996,8/31/1996,NULL,USA,unemp,6882,5.1,6868,5.1,monthly,USD,kshah5@scu.edu
9/1/1996,9/30/1996,NULL,USA,unemp,6979,5.2,6700,5,monthly,USD,kshah5@scu.edu
10/1/1996,10/31/1996,NULL,USA,unemp,7031,5.2,6577,4.9,monthly,USD,kshah5@scu.edu
11/1/1996,11/30/1996,NULL,USA,unemp,7236,5.4,6816,5,monthly,USD,kshah5@scu.edu
12/1/1996,12/31/1996,NULL,USA,unemp,7253,5.4,6680,5,monthly,USD,kshah5@scu.edu
1/1/1997,1/31/1997,NULL,USA,unemp,7158,5.3,7933,5.9,monthly,USD,kshah5@scu.edu
2/1/1997,2/28/1997,NULL,USA,unemp,7102,5.2,7647,5.7,monthly,USD,kshah5@scu.edu
3/1/1997,3/31/1997,NULL,USA,unemp,7000,5.2,7399,5.5,monthly,USD,kshah5@scu.edu
4/1/1997,4/30/1997,NULL,USA,unemp,6873,5.1,6551,4.8,monthly,USD,kshah5@scu.edu
5/1/1997,5/31/1997,NULL,USA,unemp,6655,4.9,6398,4.7,monthly,USD,kshah5@scu.edu
6/1/1997,6/30/1997,NULL,USA,unemp,6799,5,7094,5.2,monthly,USD,kshah5@scu.edu
7/1/1997,7/31/1997,NULL,USA,unemp,6655,4.9,6981,5,monthly,USD,kshah5@scu.edu
8/1/1997,8/31/1997,NULL,USA,unemp,6608,4.8,6594,4.8,monthly,USD,kshah5@scu.edu
9/1/1997,9/30/1997,NULL,USA,unemp,6656,4.9,6403,4.7,monthly,USD,kshah5@scu.edu
10/1/1997,10/31/1997,NULL,USA,unemp,6454,4.7,5995,4.4,monthly,USD,kshah5@scu.edu
11/1/1997,11/30/1997,NULL,USA,unemp,6308,4.6,5914,4.3,monthly,USD,kshah5@scu.edu
12/1/1997,12/31/1997,NULL,USA,unemp,6476,4.7,5957,4.4,monthly,USD,kshah5@scu.edu
1/1/1998,1/31/1998,NULL,USA,unemp,6368,4.6,7069,5.2,monthly,USD,kshah5@scu.edu
2/1/1998,2/28/1998,NULL,USA,unemp,6306,4.6,6804,5,monthly,USD,kshah5@scu.edu
3/1/1998,3/31/1998,NULL,USA,unemp,6422,4.7,6816,5,monthly,USD,kshah5@scu.edu
4/1/1998,4/30/1998,NULL,USA,unemp,5941,4.3,5643,4.1,monthly,USD,kshah5@scu.edu
5/1/1998,5/31/1998,NULL,USA,unemp,6047,4.4,5764,4.2,monthly,USD,kshah5@scu.edu
6/1/1998,6/30/1998,NULL,USA,unemp,6212,4.5,6534,4.7,monthly,USD,kshah5@scu.edu
7/1/1998,7/31/1998,NULL,USA,unemp,6259,4.5,6567,4.7,monthly,USD,kshah5@scu.edu
8/1/1998,8/31/1998,NULL,USA,unemp,6179,4.5,6173,4.5,monthly,USD,kshah5@scu.edu
9/1/1998,9/30/1998,NULL,USA,unemp,6300,4.6,6039,4.4,monthly,USD,kshah5@scu.edu
10/1/1998,10/31/1998,NULL,USA,unemp,6280,4.5,5831,4.2,monthly,USD,kshah5@scu.edu
11/1/1998,11/30/1998,NULL,USA,unemp,6100,4.4,5711,4.1,monthly,USD,kshah5@scu.edu
12/1/1998,12/31/1998,NULL,USA,unemp,6032,4.4,5565,4,monthly,USD,kshah5@scu.edu
1/1/1999,1/31/1999,NULL,USA,unemp,5976,4.3,6604,4.8,monthly,USD,kshah5@scu.edu
2/1/1999,2/28/1999,NULL,USA,unemp,6111,4.4,6563,4.7,monthly,USD,kshah5@scu.edu
3/1/1999,3/31/1999,NULL,USA,unemp,5783,4.2,6119,4.4,monthly,USD,kshah5@scu.edu
4/1/1999,4/30/1999,NULL,USA,unemp,6004,4.3,5688,4.1,monthly,USD,kshah5@scu.edu
5/1/1999,5/31/1999,NULL,USA,unemp,5796,4.2,5507,4,monthly,USD,kshah5@scu.edu
6/1/1999,6/30/1999,NULL,USA,unemp,5951,4.3,6271,4.5,monthly,USD,kshah5@scu.edu
7/1/1999,7/31/1999,NULL,USA,unemp,6025,4.3,6319,4.5,monthly,USD,kshah5@scu.edu
8/1/1999,8/31/1999,NULL,USA,unemp,5838,4.2,5826,4.2,monthly,USD,kshah5@scu.edu
9/1/1999,9/30/1999,NULL,USA,unemp,5915,4.2,5661,4.1,monthly,USD,kshah5@scu.edu
10/1/1999,10/31/1999,NULL,USA,unemp,5778,4.1,5372,3.8,monthly,USD,kshah5@scu.edu
11/1/1999,11/30/1999,NULL,USA,unemp,5716,4.1,5380,3.8,monthly,USD,kshah5@scu.edu
12/1/1999,12/31/1999,NULL,USA,unemp,5653,4,5245,3.7,monthly,USD,kshah5@scu.edu
1/1/2000,1/31/2000,NULL,USA,unemp,5708,4,6316,4.5,monthly,USD,kshah5@scu.edu
2/1/2000,2/28/2000,NULL,USA,unemp,5858,4.1,6284,4.4,monthly,USD,kshah5@scu.edu
3/1/2000,3/31/2000,NULL,USA,unemp,5733,4,6069,4.3,monthly,USD,kshah5@scu.edu
4/1/2000,4/30/2000,NULL,USA,unemp,5481,3.8,5212,3.7,monthly,USD,kshah5@scu.edu
5/1/2000,5/31/2000,NULL,USA,unemp,5758,4,5460,3.8,monthly,USD,kshah5@scu.edu
6/1/2000,6/30/2000,NULL,USA,unemp,5651,4,5959,4.1,monthly,USD,kshah5@scu.edu
7/1/2000,7/31/2000,NULL,USA,unemp,5747,4,6028,4.2,monthly,USD,kshah5@scu.edu
8/1/2000,8/31/2000,NULL,USA,unemp,5853,4.1,5863,4.1,monthly,USD,kshah5@scu.edu
9/1/2000,9/30/2000,NULL,USA,unemp,5625,3.9,5359,3.8,monthly,USD,kshah5@scu.edu
10/1/2000,10/31/2000,NULL,USA,unemp,5534,3.9,5153,3.6,monthly,USD,kshah5@scu.edu
11/1/2000,11/30/2000,NULL,USA,unemp,5639,3.9,5336,3.7,monthly,USD,kshah5@scu.edu
12/1/2000,12/31/2000,NULL,USA,unemp,5634,3.9,5264,3.7,monthly,USD,kshah5@scu.edu
1/1/2001,1/31/2001,NULL,USA,unemp,6023,4.2,6647,4.7,monthly,USD,kshah5@scu.edu
2/1/2001,2/28/2001,NULL,USA,unemp,6089,4.2,6523,4.6,monthly,USD,kshah5@scu.edu
3/1/2001,3/31/2001,NULL,USA,unemp,6141,4.3,6509,4.5,monthly,USD,kshah5@scu.edu
4/1/2001,4/30/2001,NULL,USA,unemp,6271,4.4,6004,4.2,monthly,USD,kshah5@scu.edu
5/1/2001,5/31/2001,NULL,USA,unemp,6226,4.3,5901,4.1,monthly,USD,kshah5@scu.edu
6/1/2001,6/30/2001,NULL,USA,unemp,6484,4.5,6816,4.7,monthly,USD,kshah5@scu.edu
7/1/2001,7/31/2001,NULL,USA,unemp,6583,4.6,6858,4.7,monthly,USD,kshah5@scu.edu
8/1/2001,8/31/2001,NULL,USA,unemp,7042,4.9,7017,4.9,monthly,USD,kshah5@scu.edu
9/1/2001,9/30/2001,NULL,USA,unemp,7142,5,6766,4.7,monthly,USD,kshah5@scu.edu
10/1/2001,10/31/2001,NULL,USA,unemp,7694,5.3,7175,5,monthly,USD,kshah5@scu.edu
11/1/2001,11/30/2001,NULL,USA,unemp,8003,5.5,7617,5.3,monthly,USD,kshah5@scu.edu
12/1/2001,12/31/2001,NULL,USA,unemp,8258,5.7,7773,5.4,monthly,USD,kshah5@scu.edu
1/1/2002,1/31/2002,NULL,USA,unemp,8182,5.7,9051,6.3,monthly,USD,kshah5@scu.edu
2/1/2002,2/28/2002,NULL,USA,unemp,8215,5.7,8823,6.1,monthly,USD,kshah5@scu.edu
3/1/2002,3/31/2002,NULL,USA,unemp,8304,5.7,8776,6.1,monthly,USD,kshah5@scu.edu
4/1/2002,4/30/2002,NULL,USA,unemp,8599,5.9,8255,5.7,monthly,USD,kshah5@scu.edu
5/1/2002,5/31/2002,NULL,USA,unemp,8399,5.8,7969,5.5,monthly,USD,kshah5@scu.edu
6/1/2002,6/30/2002,NULL,USA,unemp,8393,5.8,8758,6,monthly,USD,kshah5@scu.edu
7/1/2002,7/31/2002,NULL,USA,unemp,8390,5.8,8693,5.9,monthly,USD,kshah5@scu.edu
8/1/2002,8/31/2002,NULL,USA,unemp,8304,5.7,8271,5.7,monthly,USD,kshah5@scu.edu
9/1/2002,9/30/2002,NULL,USA,unemp,8251,5.7,7790,5.4,monthly,USD,kshah5@scu.edu
10/1/2002,10/31/2002,NULL,USA,unemp,8307,5.7,7769,5.3,monthly,USD,kshah5@scu.edu
11/1/2002,11/30/2002,NULL,USA,unemp,8520,5.9,8170,5.6,monthly,USD,kshah5@scu.edu
12/1/2002,12/31/2002,NULL,USA,unemp,8640,6,8209,5.7,monthly,USD,kshah5@scu.edu
1/1/2003,1/31/2003,NULL,USA,unemp,8520,5.8,9395,6.5,monthly,USD,kshah5@scu.edu
2/1/2003,2/28/2003,NULL,USA,unemp,8618,5.9,9260,6.4,monthly,USD,kshah5@scu.edu
3/1/2003,3/31/2003,NULL,USA,unemp,8588,5.9,9018,6.2,monthly,USD,kshah5@scu.edu
4/1/2003,4/30/2003,NULL,USA,unemp,8842,6,8501,5.8,monthly,USD,kshah5@scu.edu
5/1/2003,5/31/2003,NULL,USA,unemp,8957,6.1,8500,5.8,monthly,USD,kshah5@scu.edu
6/1/2003,6/30/2003,NULL,USA,unemp,9266,6.3,9649,6.5,monthly,USD,kshah5@scu.edu
7/1/2003,7/31/2003,NULL,USA,unemp,9011,6.2,9319,6.3,monthly,USD,kshah5@scu.edu
8/1/2003,8/31/2003,NULL,USA,unemp,8896,6.1,8830,6,monthly,USD,kshah5@scu.edu
9/1/2003,9/30/2003,NULL,USA,unemp,8921,6.1,8436,5.8,monthly,USD,kshah5@scu.edu
10/1/2003,10/31/2003,NULL,USA,unemp,8732,6,8169,5.6,monthly,USD,kshah5@scu.edu
11/1/2003,11/30/2003,NULL,USA,unemp,8576,5.8,8269,5.6,monthly,USD,kshah5@scu.edu
12/1/2003,12/31/2003,NULL,USA,unemp,8317,5.7,7945,5.4,monthly,USD,kshah5@scu.edu
1/1/2004,1/31/2004,NULL,USA,unemp,8370,5.7,9144,6.3,monthly,USD,kshah5@scu.edu
2/1/2004,2/28/2004,NULL,USA,unemp,8167,5.6,8770,6,monthly,USD,kshah5@scu.edu
3/1/2004,3/31/2004,NULL,USA,unemp,8491,5.8,8834,6,monthly,USD,kshah5@scu.edu
4/1/2004,4/30/2004,NULL,USA,unemp,8170,5.6,7837,5.4,monthly,USD,kshah5@scu.edu
5/1/2004,5/31/2004,NULL,USA,unemp,8212,5.6,7792,5.3,monthly,USD,kshah5@scu.edu
6/1/2004,6/30/2004,NULL,USA,unemp,8286,5.6,8616,5.8,monthly,USD,kshah5@scu.edu
7/1/2004,7/31/2004,NULL,USA,unemp,8136,5.5,8518,5.7,monthly,USD,kshah5@scu.edu
8/1/2004,8/31/2004,NULL,USA,unemp,7990,5.4,7940,5.4,monthly,USD,kshah5@scu.edu
9/1/2004,9/30/2004,NULL,USA,unemp,7927,5.4,7545,5.1,monthly,USD,kshah5@scu.edu
10/1/2004,10/31/2004,NULL,USA,unemp,8061,5.5,7531,5.1,monthly,USD,kshah5@scu.edu
11/1/2004,11/30/2004,NULL,USA,unemp,7932,5.4,7665,5.2,monthly,USD,kshah5@scu.edu
12/1/2004,12/31/2004,NULL,USA,unemp,7934,5.4,7599,5.1,monthly,USD,kshah5@scu.edu
1/1/2005,1/31/2005,NULL,USA,unemp,7784,5.3,8444,5.7,monthly,USD,kshah5@scu.edu
2/1/2005,2/28/2005,NULL,USA,unemp,7980,5.4,8549,5.8,monthly,USD,kshah5@scu.edu
3/1/2005,3/31/2005,NULL,USA,unemp,7737,5.2,7986,5.4,monthly,USD,kshah5@scu.edu
4/1/2005,4/30/2005,NULL,USA,unemp,7672,5.2,7335,4.9,monthly,USD,kshah5@scu.edu
5/1/2005,5/31/2005,NULL,USA,unemp,7651,5.1,7287,4.9,monthly,USD,kshah5@scu.edu
6/1/2005,6/30/2005,NULL,USA,unemp,7524,5,7870,5.2,monthly,USD,kshah5@scu.edu
7/1/2005,7/31/2005,NULL,USA,unemp,7406,5,7839,5.2,monthly,USD,kshah5@scu.edu
8/1/2005,8/31/2005,NULL,USA,unemp,7345,4.9,7327,4.9,monthly,USD,kshah5@scu.edu
9/1/2005,9/30/2005,NULL,USA,unemp,7553,5,7259,4.8,monthly,USD,kshah5@scu.edu
10/1/2005,10/31/2005,NULL,USA,unemp,7453,5,6964,4.6,monthly,USD,kshah5@scu.edu
11/1/2005,11/30/2005,NULL,USA,unemp,7566,5,7271,4.8,monthly,USD,kshah5@scu.edu
12/1/2005,12/31/2005,NULL,USA,unemp,7279,4.9,6956,4.6,monthly,USD,kshah5@scu.edu
1/1/2006,1/31/2006,NULL,USA,unemp,7064,4.7,7608,5.1,monthly,USD,kshah5@scu.edu
2/1/2006,2/28/2006,NULL,USA,unemp,7184,4.8,7692,5.1,monthly,USD,kshah5@scu.edu
3/1/2006,3/31/2006,NULL,USA,unemp,7072,4.7,7255,4.8,monthly,USD,kshah5@scu.edu
4/1/2006,4/30/2006,NULL,USA,unemp,7120,4.7,6804,4.5,monthly,USD,kshah5@scu.edu
5/1/2006,5/31/2006,NULL,USA,unemp,6980,4.6,6655,4.4,monthly,USD,kshah5@scu.edu
6/1/2006,6/30/2006,NULL,USA,unemp,7001,4.6,7341,4.8,monthly,USD,kshah5@scu.edu
7/1/2006,7/31/2006,NULL,USA,unemp,7175,4.7,7602,5,monthly,USD,kshah5@scu.edu
8/1/2006,8/31/2006,NULL,USA,unemp,7091,4.7,7086,4.6,monthly,USD,kshah5@scu.edu
9/1/2006,9/30/2006,NULL,USA,unemp,6847,4.5,6625,4.4,monthly,USD,kshah5@scu.edu
10/1/2006,10/31/2006,NULL,USA,unemp,6727,4.4,6272,4.1,monthly,USD,kshah5@scu.edu
11/1/2006,11/30/2006,NULL,USA,unemp,6872,4.5,6576,4.3,monthly,USD,kshah5@scu.edu
12/1/2006,12/31/2006,NULL,USA,unemp,6762,4.4,6491,4.3,monthly,USD,kshah5@scu.edu
1/1/2007,1/31/2007,NULL,USA,unemp,7116,4.6,7649,5,monthly,USD,kshah5@scu.edu
2/1/2007,2/28/2007,NULL,USA,unemp,6927,4.5,7400,4.9,monthly,USD,kshah5@scu.edu
3/1/2007,3/31/2007,NULL,USA,unemp,6731,4.4,6913,4.5,monthly,USD,kshah5@scu.edu
4/1/2007,4/30/2007,NULL,USA,unemp,6850,4.5,6532,4.3,monthly,USD,kshah5@scu.edu
5/1/2007,5/31/2007,NULL,USA,unemp,6766,4.4,6486,4.3,monthly,USD,kshah5@scu.edu
6/1/2007,6/30/2007,NULL,USA,unemp,6979,4.6,7295,4.7,monthly,USD,kshah5@scu.edu
7/1/2007,7/31/2007,NULL,USA,unemp,7149,4.7,7556,4.9,monthly,USD,kshah5@scu.edu
8/1/2007,8/31/2007,NULL,USA,unemp,7067,4.6,7088,4.6,monthly,USD,kshah5@scu.edu
9/1/2007,9/30/2007,NULL,USA,unemp,7170,4.7,6952,4.5,monthly,USD,kshah5@scu.edu
10/1/2007,10/31/2007,NULL,USA,unemp,7237,4.7,6773,4.4,monthly,USD,kshah5@scu.edu
11/1/2007,11/30/2007,NULL,USA,unemp,7240,4.7,6917,4.5,monthly,USD,kshah5@scu.edu
12/1/2007,12/31/2007,NULL,USA,unemp,7645,5,7371,4.8,monthly,USD,kshah5@scu.edu
1/1/2008,1/31/2008,NULL,USA,unemp,7685,5,8221,5.4,monthly,USD,kshah5@scu.edu
2/1/2008,2/28/2008,NULL,USA,unemp,7497,4.9,7953,5.2,monthly,USD,kshah5@scu.edu
3/1/2008,3/31/2008,NULL,USA,unemp,7822,5.1,8027,5.2,monthly,USD,kshah5@scu.edu
4/1/2008,4/30/2008,NULL,USA,unemp,7637,5,7287,4.8,monthly,USD,kshah5@scu.edu
5/1/2008,5/31/2008,NULL,USA,unemp,8395,5.4,8076,5.2,monthly,USD,kshah5@scu.edu
6/1/2008,6/30/2008,NULL,USA,unemp,8575,5.6,8933,5.7,monthly,USD,kshah5@scu.edu
7/1/2008,7/31/2008,NULL,USA,unemp,8937,5.8,9433,6,monthly,USD,kshah5@scu.edu
8/1/2008,8/31/2008,NULL,USA,unemp,9438,6.1,9479,6.1,monthly,USD,kshah5@scu.edu
9/1/2008,9/30/2008,NULL,USA,unemp,9494,6.1,9199,6,monthly,USD,kshah5@scu.edu
10/1/2008,10/31/2008,NULL,USA,unemp,10074,6.5,9469,6.1,monthly,USD,kshah5@scu.edu
11/1/2008,11/30/2008,NULL,USA,unemp,10538,6.8,10015,6.5,monthly,USD,kshah5@scu.edu
12/1/2008,12/31/2008,NULL,USA,unemp,11286,7.3,10999,7.1,monthly,USD,kshah5@scu.edu
1/1/2009,1/31/2009,NULL,USA,unemp,12058,7.8,13009,8.5,monthly,USD,kshah5@scu.edu
2/1/2009,2/28/2009,NULL,USA,unemp,12898,8.3,13699,8.9,monthly,USD,kshah5@scu.edu
3/1/2009,3/31/2009,NULL,USA,unemp,13426,8.7,13895,9,monthly,USD,kshah5@scu.edu
4/1/2009,4/30/2009,NULL,USA,unemp,13853,9,13248,8.6,monthly,USD,kshah5@scu.edu
5/1/2009,5/31/2009,NULL,USA,unemp,14499,9.4,13973,9.1,monthly,USD,kshah5@scu.edu
